Action Taken,Severity Level,Attack Type,Destination Port,Source Port,Anomaly Scores,Packet Length,Localidad
1,0,1,245,21250,7253,243,267
2,1,2,22504,7531,657,262,61
1,0,0,21891,22680,4578,1031,261
1,2,0,13591,6090,3554,1127,86
1,0,0,17660,20611,2723,1352,135
2,1,2,6000,29261,8887,578,114
0,0,1,22512,7829,7941,860,120
2,0,0,17319,12231,7530,1270,23
1,2,0,13272,10661,3105,209,292
1,2,1,6919,22445,1186,967,226
1,1,0,15588,2432,335,1123,49
1,1,0,20737,29755,4387,342,265
1,2,2,673,24142,1648,1376,227
1,0,2,17452,7254,9397,1300,38
2,2,0,23909,31,4665,754,199
1,2,0,24343,17649,8639,88,107
1,0,1,28987,7812,3969,1095,35
1,0,2,3232,23421,4986,1347,101
1,0,0,19441,15864,2561,53,17
1,1,0,18333,13545,8153,747,128
1,1,1,24723,29472,9004,100,115
0,0,1,11714,19606,7756,380,50
0,1,0,10013,13689,957,264,187
0,2,0,16907,24765,9531,155,256
2,2,0,2823,15948,856,1304,220
2,1,2,8348,4185,5217,27,305
1,0,0,17855,10804,9295,65,129
2,0,0,13659,24273,3581,334,51
1,1,2,23825,14878,5166,422,191
1,0,2,15793,9945,478,937,144
0,1,1,17925,27484,9778,901,236
2,0,0,4703,19269,1200,1085,228
2,1,2,55,2414,6617,1348,218
2,1,1,25264,28445,9041,437,274
0,0,1,14931,14629,2971,296,150
1,0,2,23944,26310,3524,517,21
0,0,2,2786,10036,8416,633,293
2,1,2,13774,28549,1519,835,142
0,0,1,11452,28797,5528,762,160
1,2,2,13529,10823,7168,781,166
1,2,1,27182,23949,2557,88,236
0,2,1,26046,6105,7874,125,299
2,0,2,805,10212,650,141,248
1,0,2,26507,25864,6216,1252,251
2,0,2,12688,4817,9305,709,61
1,1,1,25495,11676,8529,93,274
2,2,0,12146,14414,6016,545,202
1,0,2,29670,18965,6200,108,106
2,0,0,28833,9213,4865,279,100
2,2,1,3961,10200,4935,305,194
1,2,1,19574,19508,7251,358,270
0,1,2,14667,10184,3326,844,210
2,1,1,28660,7116,8664,664,204
1,0,2,6937,6551,4527,836,9
1,0,2,28746,11622,6453,414,166
2,1,2,29559,8769,6785,691,31
2,2,0,19484,15221,6689,237,116
0,0,2,18407,4098,2501,934,131
2,1,2,19705,19068,2193,1436,311
1,1,2,27344,5966,5500,776,72
2,1,0,26356,5290,5232,822,54
1,1,2,21692,3728,1273,346,234
0,2,2,24168,17805,9320,1301,181
1,0,1,17562,3721,1578,515,138
2,2,1,25271,4153,5844,1279,73
0,0,1,11864,818,9823,922,251
2,1,1,19296,4616,1030,227,103
2,1,0,8655,11708,7532,989,301
0,2,2,17187,11399,5960,413,215
0,1,1,24588,18916,9355,769,219
2,1,0,2145,1138,7927,1108,125
0,0,0,7773,29262,3497,772,235
1,1,2,13642,21642,8828,187,141
0,0,0,24055,26926,6586,968,315
1,0,1,24256,28530,2156,848,276
1,1,0,27295,17026,4172,233,268
0,2,1,10600,633,8694,528,153
2,2,1,13197,9335,8188,1275,133
2,1,2,8514,3541,3288,1184,61
1,0,2,526,22901,7699,809,205
0,2,1,4656,7668,6600,1097,258
0,1,2,9050,969,1823,389,246
2,0,2,6013,20991,7166,62,69
0,1,0,12231,8781,8314,501,302
1,0,0,6971,21712,7950,613,50
0,1,2,10346,21879,6943,1318,106
2,2,0,25873,9153,1964,936,197
2,0,1,14905,27436,2830,154,217
2,1,0,6240,8455,3299,401,133
2,1,2,18887,5231,5926,73,302
0,1,2,7744,9056,1197,206,189
0,2,1,5284,20341,1262,305,214
1,0,1,10859,16105,7698,661,84
0,1,2,2443,28872,8516,990,101
1,2,2,3572,9472,1520,285,183
2,0,1,11966,5774,8678,768,87
2,0,2,29690,1612,5141,1106,34
0,0,1,23690,22690,8058,621,99
1,0,1,4598,11246,2760,7,172
1,1,1,215,29704,8211,241,7
0,0,1,11605,18884,8382,455,149
1,2,2,16045,14824,994,225,281
0,0,2,17885,21774,9383,1185,0
0,0,1,17372,6816,6695,1394,82
0,1,1,26571,4949,4535,765,29
2,0,2,24524,12827,3236,620,172
2,2,2,8963,12780,8594,557,110
1,2,0,23287,14121,8128,37,172
1,0,1,14121,20974,7243,1297,127
0,1,0,8493,28295,9323,676,207
2,2,0,25461,175,5013,566,42
2,2,1,952,26232,2333,764,88
2,0,0,7312,763,5216,386,182
2,1,2,21996,15336,8361,1412,116
1,1,2,3421,10605,6357,1056,230
1,1,1,25911,28814,961,670,254
1,1,1,8649,25433,8257,525,153
0,1,1,26997,21226,8495,308,276
2,0,0,260,18092,5120,736,29
1,1,0,13609,15572,8626,150,262
1,1,0,25696,12015,1478,228,256
1,2,0,476,20244,4741,635,309
2,2,2,13106,28777,4432,516,5
1,0,2,9393,1537,5058,7,268
1,2,0,18808,29674,9158,1027,306
0,1,2,17211,15525,1086,999,94
0,0,1,6563,16089,4862,1117,164
2,2,1,4268,24149,6904,913,272
0,0,0,22783,25491,9360,518,2
1,0,2,14753,13481,7072,1421,299
2,2,2,1651,24643,7796,1071,195
2,2,2,16039,25968,5175,502,70
0,1,1,20311,12701,9437,236,278
0,2,1,27980,16979,7622,392,255
0,0,1,25369,20883,1684,104,241
2,2,1,4642,753,6790,267,108
1,1,2,21356,22199,2780,1252,193
2,2,2,18278,4354,5618,1290,62
0,2,0,6349,14137,9149,1031,181
1,1,1,20801,27729,4829,790,47
0,0,2,25496,26383,7306,361,220
1,2,2,19728,24304,8740,1041,146
0,0,2,19864,7384,2979,755,73
2,0,1,26928,15775,6644,1058,158
2,0,2,17107,24530,7582,1222,37
2,0,1,5526,14286,2451,498,157
0,1,2,20333,24794,7082,561,245
1,2,2,17420,14901,3264,772,8
2,1,2,23125,20763,348,77,165
1,2,0,18220,15411,4574,881,76
1,1,1,18019,5005,4376,1347,93
1,0,0,1501,3703,4634,925,3
0,2,2,25261,26989,7047,542,92
0,0,0,19264,14545,3766,1038,46
0,1,0,20368,8674,1647,899,266
1,2,0,1062,11812,4189,861,246
1,1,1,1649,8213,1432,760,264
1,2,0,25768,19680,656,0,212
0,2,2,25203,5420,7396,158,108
1,2,2,11889,28893,4132,313,62
1,0,2,7089,17350,2092,923,102
0,2,0,10896,18268,9050,972,275
1,0,1,25749,25926,3297,595,309
0,0,1,18008,24015,5155,967,63
1,0,1,10256,16739,8711,1372,246
0,1,0,5699,9783,1719,697,77
1,0,0,14859,2998,7765,72,70
1,2,1,15368,21295,1669,223,150
2,2,0,14007,22179,3379,326,51
0,1,2,9953,8245,842,1079,55
2,2,2,24924,13163,7152,1313,76
0,1,1,4443,15416,4050,168,86
0,1,1,22,7099,280,631,60
2,2,1,11635,7761,2064,321,99
1,0,2,9219,28116,7554,2,54
0,0,1,20516,18465,5370,1185,11
0,2,2,7836,13509,7170,1103,279
0,0,2,8453,12339,3826,107,133
2,2,0,5935,7193,4451,487,299
1,0,1,10420,8376,4544,426,62
1,1,0,3862,22658,2732,1402,251
2,0,2,606,15926,2758,118,1
1,2,1,5208,11100,2255,74,36
2,0,0,2991,8058,120,986,36
2,1,2,21345,12008,9055,1094,47
1,0,0,18578,5212,9459,667,53
1,0,0,10377,11477,112,1337,122
0,1,2,27338,25837,9416,548,278
1,2,0,14800,26934,7216,345,191
0,1,1,26154,2416,8286,779,209
0,0,1,26403,23712,3938,942,26
1,0,1,9455,6020,9803,1365,241
0,1,2,26755,18858,3270,1270,43
0,2,0,25724,16437,8218,942,5
2,1,1,4836,9829,6653,718,243
2,2,1,3765,23472,3569,1404,74
0,2,2,28261,29113,2461,1014,161
1,0,1,27112,10951,3763,412,102
0,1,2,3344,653,8826,744,72
2,2,1,19280,20915,3630,1259,53
2,2,1,5788,4711,6861,69,160
2,1,0,9826,10852,6383,706,205
1,1,2,14333,27613,7955,612,8
1,2,0,7362,10497,7439,8,92
2,2,0,16614,704,5968,658,209
1,0,2,5004,24595,5986,947,64
1,0,2,13637,26862,8186,526,156
1,2,2,22845,22664,640,1055,175
0,2,0,12682,24958,7660,615,68
2,1,1,29309,4280,7399,1221,36
1,2,0,8926,17070,8187,344,289
2,2,2,2657,6897,5693,432,6
2,2,1,17326,11228,2516,734,74
1,0,2,7937,25378,2730,945,42
0,2,0,28052,21601,8164,873,84
0,2,2,1313,23346,6006,670,108
0,1,1,25196,3058,2927,250,70
1,1,2,20200,24049,3839,1327,85
1,1,0,25764,29379,8110,649,173
2,0,1,29528,21003,6694,294,214
2,2,1,10149,3207,8930,1036,177
2,0,2,15528,28152,6984,238,294
1,1,0,4991,26421,2569,1208,163
2,2,1,10299,26579,8014,568,297
2,0,2,26339,17969,2906,798,161
1,2,2,11203,228,715,642,97
0,0,2,9749,12930,7851,768,51
2,2,1,11744,2872,2183,1094,194
1,0,2,9456,22644,9585,203,162
1,0,0,8705,1783,9680,211,208
0,2,1,17728,10945,1754,282,64
2,2,0,6173,421,3364,36,31
0,1,0,3304,19110,6472,665,199
2,1,2,2497,21403,1030,214,32
1,0,0,17146,23721,6636,1059,93
2,2,1,14627,21710,4845,800,199
0,0,1,8520,11057,4784,270,154
1,0,2,5953,2253,7532,545,192
1,0,0,21735,5574,9560,719,194
1,1,2,26818,5287,4651,1389,179
1,0,0,26501,26461,5895,12,15
0,1,0,19238,17409,3999,904,124
0,1,0,18983,18721,6397,694,189
0,1,2,4482,21894,9321,264,200
1,1,1,18479,12402,160,1384,259
1,0,2,2679,4309,9097,412,306
2,0,0,16764,27090,2716,1133,252
0,1,0,9366,28349,2516,946,252
1,1,2,1471,1587,6018,1331,48
2,2,1,15828,10903,8368,464,3
2,0,0,17018,19326,622,1135,165
2,0,1,7425,19191,8831,940,77
1,1,1,11792,854,2369,626,297
0,1,1,28926,27102,4439,1333,293
2,1,2,2045,3172,5511,488,108
0,0,2,11029,7458,7805,524,256
0,1,1,14145,20616,7279,64,144
1,1,2,24913,8744,1790,902,280
0,1,1,9357,11532,2268,725,2
2,1,0,21201,22830,8954,1431,88
0,0,2,9991,4471,6673,20,145
2,1,0,8609,21795,6246,760,184
0,2,0,4561,5187,3206,337,200
1,1,0,23396,13726,6493,1006,8
0,0,1,448,19695,7708,131,238
2,2,2,864,12993,9034,401,4
2,2,0,21162,19273,2397,8,238
2,1,2,9290,28345,8637,321,243
0,2,0,17928,4404,8231,510,255
0,2,2,13309,14589,6815,206,101
2,1,1,2952,18743,2573,952,240
1,0,2,5211,15792,6559,483,49
0,1,1,10144,25554,7482,1234,76
1,2,1,22992,8849,1740,167,150
2,1,2,8756,19488,1213,345,225
2,1,1,19396,2980,3046,1233,52
0,1,0,17351,9475,1371,1206,211
0,0,2,13627,26397,4893,867,179
2,1,1,19683,22236,124,529,253
2,2,0,13989,12960,7567,621,64
2,2,1,14760,5483,5207,881,22
1,0,0,19110,24386,722,1165,102
1,1,2,16161,25799,7061,412,105
1,0,0,3517,20699,613,1255,249
0,1,0,15993,21883,4260,1032,190
0,1,2,4174,11390,2920,809,83
2,2,2,22293,12163,6995,283,163
0,0,2,26064,25011,5015,665,64
1,2,1,22427,4630,95,969,243
1,0,1,18897,7518,3902,44,112
1,1,2,9151,27092,4996,659,81
1,0,1,27080,14080,2234,700,223
1,0,2,29890,14365,4286,514,123
2,1,1,11321,17846,5667,860,232
1,2,1,16051,4880,5241,1208,76
0,0,2,2027,21654,6733,1020,130
2,0,1,8273,6251,6066,45,263
1,0,1,14798,2267,3976,916,181
1,1,1,11141,5237,5862,1241,100
2,0,1,18327,7309,2094,904,272
0,1,0,20247,17648,3562,565,251
0,0,2,13686,28249,6905,867,221
0,2,2,12900,1662,9694,17,226
2,1,0,5821,17414,7575,1301,272
2,2,0,4060,26666,3411,421,93
1,0,1,5855,12801,5566,817,243
2,0,2,13479,1646,8114,180,119
2,2,1,17652,27283,436,1240,270
1,2,0,608,6045,2954,963,90
2,0,2,6386,7155,16,893,101
1,2,1,11933,23914,4108,984,312
1,1,0,12073,22112,3661,1209,17
1,0,1,13917,26781,8722,1134,160
1,1,0,27676,2725,1962,653,184
2,2,1,3140,4665,1795,483,239
0,0,2,16458,5545,6605,889,195
1,2,0,22277,22594,7107,1008,268
2,2,0,8122,14668,2845,388,274
1,2,0,20152,24541,4142,24,258
1,1,1,11381,5819,6641,249,314
2,2,2,10543,1311,7809,1322,312
2,1,0,3686,24842,3559,307,28
2,2,2,26564,7318,3131,808,144
2,1,2,24181,20705,8551,1141,73
1,1,2,11055,15763,8298,1329,139
2,2,0,18510,23582,5376,708,278
1,0,2,25975,21705,9677,710,220
0,0,0,17870,7810,8569,763,142
2,2,1,1492,29153,8898,1087,207
1,0,2,7714,6940,1227,188,0
1,0,1,17537,6485,6579,1322,243
2,1,0,3543,21198,8999,491,252
1,1,2,10003,19556,99,457,156
1,0,0,6528,10085,9811,1081,231
1,2,0,12457,9878,9013,639,205
0,0,0,27571,3216,621,1359,300
2,0,0,11254,15872,3260,74,127
0,2,2,15925,18327,4924,765,33
2,0,1,3353,22634,6556,717,289
1,2,0,18648,3176,7005,642,126
0,1,2,10714,10341,8767,984,17
0,2,2,10533,7877,9423,1377,207
1,0,2,493,9124,4479,359,129
0,2,2,2561,10737,1585,377,46
2,1,0,3840,19039,3987,534,279
1,0,1,20685,13605,7790,1043,72
1,0,2,21379,27710,9288,1356,44
1,1,0,29811,28474,3966,1304,16
0,1,2,4026,25571,2356,398,280
0,0,1,17696,24335,2412,1183,170
2,1,0,5895,5243,3889,117,298
2,1,1,17542,14136,4203,1068,225
1,0,0,11347,183,7160,233,178
0,1,2,5151,23011,3321,877,245
2,2,0,14771,23893,2520,622,210
1,0,1,15497,18836,4774,458,304
0,2,1,17864,2453,1096,669,219
2,0,1,16660,19466,448,1276,186
0,2,1,28206,12568,5948,700,153
1,0,2,22525,7966,7125,66,83
0,1,2,24535,21929,1956,599,185
1,0,1,4335,16753,3904,1351,242
0,0,0,5746,4895,1506,375,100
0,2,1,21061,6527,695,1176,115
1,2,1,4705,17365,5107,1267,15
0,0,0,12490,14108,2656,707,138
2,1,1,23165,14744,7157,671,57
2,2,2,9364,11382,190,1158,217
0,2,0,8208,17439,2844,1019,260
0,1,1,10988,10340,6159,1388,182
2,2,1,26420,5536,2236,435,130
1,0,1,25275,29348,6365,889,116
1,0,0,2549,17366,8469,681,3
2,0,0,20846,18102,5736,1403,270
0,1,0,12999,230,8332,625,104
2,0,2,22109,29020,6972,1378,28
1,2,2,16275,22893,6861,127,62
1,2,1,22988,5568,4848,1074,80
1,1,2,20414,26831,963,404,181
0,1,0,23829,28603,3479,895,84
2,0,1,11153,9412,2943,1128,209
2,1,1,12841,3159,5877,503,237
2,2,2,22113,16224,4091,1017,163
1,0,0,18762,15638,1997,917,173
0,2,2,14272,12271,1355,137,233
0,0,1,14796,28414,1466,858,49
1,2,2,10430,12112,8982,991,212
2,2,1,27462,9383,2125,316,251
0,2,1,26688,5639,4292,646,176
0,1,2,5726,27374,9140,1189,133
2,0,2,17648,22113,7888,958,77
0,2,1,25851,2116,1767,716,198
1,2,0,25828,14825,8410,1324,212
1,2,0,12205,2150,6616,1204,18
2,0,1,25759,17389,4043,1182,132
1,0,2,19011,19538,1718,503,178
0,2,0,17416,16372,3154,474,262
1,0,1,28667,16835,7169,855,260
1,1,2,11595,21999,8621,1406,153
2,1,1,6886,26774,2040,110,174
0,2,0,8783,5976,3388,171,135
0,1,0,29674,715,3995,417,29
0,2,2,6464,17535,7316,240,56
0,1,0,29677,23882,7374,422,57
1,2,2,26971,20684,6579,208,249
2,2,2,5184,13607,2639,266,264
1,0,1,7874,20883,6391,587,282
2,2,0,25756,23584,9738,31,28
0,0,0,20885,26998,9655,1327,16
0,1,0,26299,17939,4742,1317,176
2,2,0,25805,621,4517,309,198
1,0,2,15181,26697,6139,1208,268
1,1,0,29000,17233,9475,69,292
0,2,2,20869,2539,5154,895,274
1,0,0,18826,18710,9030,1369,218
1,0,2,29470,11864,3788,905,315
0,2,2,21249,14063,4376,706,256
2,1,1,14347,15196,2313,883,151
1,0,2,4657,6412,5439,946,85
2,2,2,19819,91,339,30,201
0,2,2,20796,25485,9097,268,71
1,1,0,29746,18122,6712,804,199
0,1,1,26992,17624,2292,919,149
2,2,1,23236,15013,4506,426,212
1,0,0,5148,19482,6205,49,197
1,1,1,26426,11458,8314,286,246
2,0,1,21428,8440,6281,484,100
1,1,1,22278,17361,4151,440,95
2,0,2,21905,4532,6522,575,308
1,1,0,26653,23716,2434,985,274
0,1,1,28668,9149,7859,282,144
2,1,0,852,13520,2008,548,153
2,2,0,6296,19355,6807,695,159
2,1,2,12884,13439,8899,4,297
2,0,2,7606,12959,106,1203,308
0,2,1,16022,111,4139,232,153
2,1,1,14921,5968,1906,404,121
2,0,0,28994,22972,4102,1004,86
0,0,2,25843,23347,8148,550,271
0,1,1,15955,13575,601,707,118
0,2,2,5503,28296,8331,1281,55
2,1,1,2879,28684,129,567,260
1,1,0,15786,6659,6231,1171,23
0,1,2,28956,5684,3698,714,15
2,2,1,13471,15144,7068,197,95
2,1,2,2293,13382,1823,264,100
0,1,1,20072,1308,3577,702,37
2,0,2,15277,22526,3188,1118,254
1,2,2,12571,9055,704,1170,130
0,2,0,21461,10703,3733,941,72
2,2,1,18692,7599,6506,284,260
2,1,2,20630,10345,6002,798,165
0,2,2,18456,4555,576,580,211
2,1,1,3351,11575,7150,1387,226
1,1,2,19221,16322,3403,151,169
2,0,1,8498,18962,2823,80,77
1,0,0,18427,7045,3009,993,309
1,1,1,16438,19001,6754,70,59
0,1,2,1071,11634,4901,907,36
2,0,2,13417,9090,3700,315,97
0,0,1,21971,21190,3968,1010,267
1,2,0,1756,21941,6854,901,311
0,2,2,5497,22459,7913,1140,184
0,2,2,2716,6956,2971,557,249
0,1,1,25720,16461,6256,947,153
2,1,1,22521,13971,8814,821,96
0,1,1,6203,7287,842,544,237
2,1,2,317,9776,1088,752,254
2,2,0,14768,21071,8026,1426,2
0,2,2,9806,29752,6466,1236,10
1,0,1,27839,29503,6177,1256,243
2,2,1,7189,13729,8285,178,54
1,2,0,16878,1860,8871,698,281
1,2,0,19601,2857,2996,142,115
1,1,2,8488,21791,8146,1427,275
2,1,0,21439,6614,8908,666,208
1,1,0,26680,7558,9559,550,229
2,1,1,14333,6279,9125,571,105
1,1,1,1873,13565,8256,1392,256
1,0,1,29380,18292,4156,249,97
0,1,0,5011,26410,4764,1,275
2,2,1,302,13115,2407,388,153
1,1,1,2419,3344,1784,580,252
2,0,0,10200,4395,1408,5,12
2,0,1,23679,9563,2775,861,38
0,2,2,7749,25245,8129,652,48
2,2,0,13703,28277,9758,469,299
1,1,1,90,26346,708,1045,168
1,0,2,22451,1867,1963,1288,139
0,0,2,9480,27965,3825,402,252
2,1,2,23871,5017,3089,855,148
2,0,1,10016,16278,3779,1037,133
0,2,1,26919,20281,8268,76,46
0,1,1,6232,17603,1062,525,239
0,1,1,11761,14582,5843,986,241
0,2,1,12050,2423,297,626,175
2,0,0,5932,19452,4736,349,220
1,1,1,10588,8338,5668,1427,34
2,1,2,23789,14768,993,888,167
0,0,1,3407,15987,5910,1426,270
1,1,0,15114,3074,2460,679,97
0,2,0,11723,7774,7107,1256,94
1,1,1,4765,24789,2113,989,185
1,2,1,19097,5416,4949,697,164
2,2,2,23322,17760,2576,615,31
1,1,0,1692,17639,1094,185,10
2,1,1,8270,16805,4750,632,295
2,1,0,21454,28958,448,1092,169
0,0,0,4543,716,9695,912,238
2,0,2,3869,13285,8838,102,203
2,1,2,29494,28174,1342,438,267
1,1,0,10790,14059,1998,267,102
1,2,0,15909,4385,1996,1231,250
0,2,2,6225,843,7428,843,218
1,2,1,29558,366,8386,472,59
1,1,2,20947,25854,1976,315,278
2,0,2,10638,21804,2371,706,297
0,2,0,4759,2782,4650,783,61
1,1,0,6369,16391,2493,1246,255
1,0,1,24037,9226,7292,1313,234
1,1,0,19594,10728,2861,821,70
1,0,0,769,9324,6688,286,252
1,1,0,25867,23406,9517,1193,83
0,2,2,17867,10087,4260,338,103
1,2,1,25642,7470,1240,27,218
1,0,1,29121,8887,1746,1197,224
1,2,1,12456,19205,4164,212,156
1,2,0,1766,12131,9738,230,42
1,0,1,4190,12973,7144,333,310
0,0,0,20418,25015,308,384,35
0,2,0,7645,5367,6221,997,61
2,2,2,574,9443,9077,368,312
0,2,1,27195,22151,8421,749,51
1,0,1,20674,15836,1621,1033,223
1,0,1,27172,22095,3254,166,147
1,2,1,14934,10859,3886,1255,300
2,1,1,2947,2588,2190,180,4
1,2,1,19613,29162,901,229,206
0,0,0,714,24099,1077,908,109
2,0,1,22316,22,4379,374,186
0,0,2,3663,27922,5273,442,266
1,1,1,24465,6314,1958,209,140
1,1,0,28240,13401,7311,647,243
0,1,0,26263,1073,4525,1272,311
2,2,0,1903,5543,8522,1085,184
1,2,1,10810,8437,1713,1276,84
1,2,1,25840,1486,8551,451,7
0,2,0,25769,1653,2140,975,19
0,2,2,22026,2689,7568,129,203
0,2,1,26039,27017,9682,868,115
2,0,2,7465,20969,7404,542,12
2,1,2,24989,13869,1633,220,252
2,1,2,19283,3793,3374,1037,183
0,2,0,11623,10629,5105,894,6
0,1,0,24713,29536,7769,412,182
1,0,0,11520,20442,4807,363,20
0,2,2,7991,326,8481,1239,306
1,0,0,10520,268,8771,78,201
0,1,1,2068,5930,1887,1366,129
0,0,0,2516,28542,6791,704,180
1,1,1,4734,5380,3120,334,230
2,1,1,14281,13028,6892,1262,253
2,1,1,11311,26695,6151,79,54
1,1,1,27641,29206,4519,689,144
1,0,2,5373,18878,5921,812,53
0,2,2,29225,6834,3519,155,214
2,1,0,7101,24668,1861,452,147
0,1,1,7225,12324,8494,1372,149
2,0,0,29745,18151,7955,1125,179
1,1,1,8211,15582,2708,332,49
0,0,2,6291,3668,7134,53,219
0,1,1,7192,15565,568,213,266
0,1,0,10279,6953,1270,793,221
0,2,1,11617,10842,6313,191,250
0,0,0,27551,135,1362,526,236
2,2,1,15398,16360,9348,786,93
0,0,2,29007,11076,7847,1186,14
2,2,0,16370,16708,1276,1248,267
2,0,0,14135,26160,8143,183,141
0,2,2,26969,11956,9129,1096,71
0,2,0,11341,15938,8958,37,226
0,1,2,14343,8805,8046,413,285
2,1,1,5602,24491,7759,83,305
2,2,2,12784,22294,5262,1410,12
2,0,2,18828,3799,3300,1253,108
0,1,0,9818,23327,755,558,295
0,1,2,25240,13739,291,1255,42
1,0,2,17675,24749,613,1093,184
2,1,1,20613,13997,8432,743,126
1,0,1,17410,29411,2403,68,28
0,1,2,21442,3128,6835,894,199
0,2,2,15913,24546,8980,1172,193
0,0,0,5004,22895,5218,1213,136
2,0,2,13378,5500,5717,159,285
2,0,1,2550,27043,8120,53,82
0,1,0,25213,22400,1363,338,41
0,1,1,16805,11147,7002,421,135
1,2,2,15245,26464,2555,478,35
1,2,0,21297,29255,3716,706,110
2,2,0,28300,12132,9354,776,117
0,2,2,2575,3818,2982,655,34
2,2,1,26159,24626,6265,955,225
0,0,0,20987,15933,5452,1007,123
2,0,2,6900,16779,3989,776,111
0,2,1,27771,9607,4223,1135,222
1,2,0,10749,7633,6609,617,47
1,1,1,24828,12839,8793,886,71
0,2,1,23048,13927,403,398,200
1,2,0,2374,2590,7338,470,136
0,1,0,15850,4625,8635,534,30
2,1,0,370,5399,843,1268,260
0,2,0,6495,20019,9615,178,43
0,1,0,8547,20090,5845,1395,149
0,2,0,16886,3229,9681,832,107
0,0,0,28052,4877,9426,798,199
0,1,1,23008,12400,8535,1335,305
1,0,2,24073,12328,2037,1234,125
0,2,0,12993,17317,9005,1046,85
0,1,1,12227,25562,8140,720,34
2,0,2,14924,20636,8900,546,146
1,1,1,12456,21505,7156,1357,256
0,0,2,11289,16223,7238,445,193
0,0,2,11269,20251,5853,942,155
2,0,0,4176,10836,1704,940,267
0,0,2,762,7173,6098,670,172
2,2,2,16510,5059,8958,1428,150
2,0,0,1569,12611,6583,218,303
2,1,2,13570,5940,9164,652,193
2,2,0,19540,28857,8705,1287,150
0,1,2,17930,18024,8622,196,156
2,1,1,13496,23701,5258,739,197
1,0,1,10393,19308,9676,491,201
0,1,1,10905,6201,1883,377,265
1,1,0,21481,22210,117,732,195
0,1,1,27246,21155,1855,1174,35
1,2,0,4746,25421,8688,1334,169
1,1,2,17405,25497,9324,577,282
0,0,2,28488,8375,7711,189,104
0,0,1,8243,12941,4113,751,299
1,2,2,20981,26672,2307,314,112
2,2,0,20709,3877,1397,673,137
0,0,2,7638,4078,8395,708,3
2,1,2,1234,307,6364,1234,82
1,1,0,16066,1131,1210,864,130
0,0,1,3071,980,1194,821,264
0,0,0,10462,16596,9582,1401,57
0,2,2,22857,14715,6426,453,146
0,1,2,27414,1460,6149,847,294
1,1,0,753,16784,6772,1041,64
2,1,2,1857,11283,8312,1020,219
1,1,2,26204,14761,9744,606,23
1,1,0,10838,15550,3007,1399,289
2,2,0,3338,9382,4121,733,301
2,0,2,1218,15223,4942,435,34
0,1,1,4898,16503,1629,938,63
1,1,2,10671,27715,9154,260,208
0,2,1,6896,1529,2528,478,181
2,2,1,15761,27774,6754,211,180
0,1,0,15385,13904,3697,698,31
0,0,1,10106,21456,4202,934,207
1,2,0,4214,10940,3692,721,7
0,2,2,26287,1921,3600,1296,259
1,1,0,11825,10628,4986,809,232
1,1,0,5787,7701,2366,467,60
0,1,1,4933,17911,7432,1232,163
0,0,0,3594,27179,2192,60,77
2,1,1,19802,5342,5872,1071,75
1,2,0,5486,4161,6186,198,248
0,1,0,3839,16021,6473,1410,41
2,1,1,17802,16636,9288,758,244
0,2,0,3037,10483,4154,626,290
1,0,2,5579,14502,9071,888,40
0,1,0,25810,27220,5483,728,107
1,2,0,3256,21934,7038,1110,254
0,0,1,29041,19426,3551,886,42
0,0,1,8150,4608,353,892,259
2,0,0,19011,14266,2819,1273,102
1,1,2,18026,3069,7237,372,96
0,0,0,13175,1210,8545,1335,294
1,1,1,8069,3163,5799,1286,223
1,1,2,26003,25113,7806,31,5
0,1,0,7000,3161,9136,676,200
2,2,0,12877,24692,2884,675,30
2,0,1,16784,6409,7071,1289,168
2,1,1,5111,8719,8124,1026,226
2,2,2,6306,6877,9300,1018,190
2,1,2,6333,23395,7724,730,133
0,0,2,14942,3967,2860,68,44
0,0,2,29598,2383,6575,1223,132
2,0,0,14997,20614,7,653,131
0,1,0,1704,11726,5870,70,148
1,1,1,20020,25344,1927,743,11
2,0,0,10330,15585,2373,1410,242
0,1,2,5226,21973,2176,1258,233
2,2,0,29786,14515,821,698,178
1,0,1,8223,13467,4144,47,40
2,1,1,12109,6456,1026,641,187
0,0,0,29844,15942,1257,894,219
1,2,1,10074,25966,6108,1022,279
0,1,2,3134,24612,8286,254,284
0,1,0,20568,2633,1467,1146,77
0,1,0,19277,20701,8351,675,36
2,2,0,2558,24995,4169,593,250
2,2,2,10122,3290,207,463,171
1,1,2,5302,6428,5317,604,180
1,2,0,1631,17674,7385,303,94
0,2,2,9465,4006,3271,1043,153
2,1,2,18913,28978,8995,359,212
1,0,0,11537,16138,2605,1153,75
2,2,1,29245,22156,6090,1138,269
2,0,1,21429,4332,3085,750,218
2,0,1,29101,16060,4251,771,76
1,0,1,24931,27846,1148,987,81
0,1,0,25336,24690,3657,1001,27
1,0,0,8323,16009,3284,255,47
0,0,0,27442,27049,2375,714,56
0,1,2,4097,22692,4171,742,161
1,1,2,11003,2858,4634,75,135
0,1,1,13516,9199,7254,651,126
2,2,0,15490,13965,4261,469,136
1,2,0,24286,23165,1380,1334,99
0,2,1,10768,12533,2811,466,100
1,0,1,5562,7009,4540,1261,87
1,0,2,1061,20975,4756,729,234
1,1,1,16444,10438,2911,1131,92
1,0,2,13455,10430,4492,1071,243
2,0,2,14652,12286,5497,933,146
0,2,1,7821,27575,8532,631,4
1,1,2,1999,4910,6106,257,153
