Protocol,Packet Type,Traffic Type,Malware Indicators,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Device Information,Firewall Logs,Log Source,Localidad,Region
0,0,1,0,0,1,0,0,0,0,0,1,198,20
0,1,2,1,0,1,0,1,1,0,1,0,280,17
2,1,2,1,1,1,1,2,2,0,1,0,286,21
0,0,1,0,1,1,0,2,2,0,1,0,291,0
0,1,0,1,1,2,1,0,1,116,1,1,217,27
0,1,0,1,1,2,1,2,1,0,0,0,243,8
0,1,2,1,1,0,0,0,0,0,0,0,120,23
0,1,2,0,1,1,0,2,0,0,1,0,202,18
1,1,1,1,1,0,0,2,1,0,1,1,90,21
2,0,2,0,1,1,0,1,2,0,0,1,307,16
1,1,1,0,0,0,1,0,2,0,0,0,286,4
2,0,2,0,1,2,1,2,1,68,0,0,101,20
1,1,0,0,0,1,0,1,0,0,0,0,32,9
1,1,2,1,0,0,1,1,1,0,1,0,78,25
0,1,2,0,1,1,0,0,1,0,1,1,35,16
2,0,0,1,0,2,1,2,0,0,0,0,79,18
0,0,0,0,0,0,1,2,2,179,0,1,106,11
0,1,1,0,0,2,1,1,1,0,1,0,203,24
0,0,2,0,1,1,1,0,2,43,1,0,23,20
1,0,0,1,0,2,0,0,1,0,0,1,191,27
1,0,0,0,1,2,1,0,1,0,0,1,173,11
0,0,1,0,1,0,1,1,2,0,1,1,87,19
1,1,0,1,1,2,1,2,1,0,1,1,43,12
1,1,0,1,1,0,0,0,2,12,1,0,89,9
0,0,1,1,0,1,1,2,1,0,1,0,56,20
2,0,2,0,1,2,1,1,0,0,0,0,15,1
1,0,1,0,1,0,0,1,1,174,1,1,172,19
0,1,0,0,1,1,1,2,1,0,1,0,287,9
2,0,2,0,0,0,0,0,2,0,0,0,98,3
2,0,2,1,1,2,0,0,0,41,0,1,93,9
1,0,0,1,1,2,1,0,2,0,0,1,203,26
1,1,1,1,0,0,0,1,1,0,1,0,19,10
2,0,0,1,1,2,0,0,1,0,0,1,210,13
2,1,0,1,0,1,0,0,1,0,1,1,236,10
0,0,0,1,0,0,0,1,1,0,1,1,110,15
1,1,1,0,0,1,1,0,0,0,1,0,40,0
0,1,2,1,1,1,0,0,0,0,0,1,99,14
2,1,0,1,1,0,1,0,0,111,0,1,224,2
1,0,2,1,1,1,1,1,0,0,0,1,163,25
1,1,0,1,0,1,0,1,1,0,0,1,294,9
1,0,2,1,1,2,0,0,0,0,1,0,160,13
0,0,0,0,1,2,1,0,1,160,0,0,36,10
2,1,0,0,0,2,0,1,2,0,1,0,250,2
2,1,1,1,0,2,0,2,2,0,1,1,271,24
0,0,1,1,1,0,1,1,2,0,1,0,313,0
0,0,2,1,1,0,0,2,0,0,1,1,269,22
1,0,0,1,1,2,1,0,1,0,1,1,69,5
0,0,2,1,1,0,0,0,1,0,0,0,293,24
2,1,2,0,0,1,0,1,0,0,1,0,16,24
1,1,1,1,1,1,0,0,2,0,0,1,26,10
0,0,2,1,0,2,1,2,2,0,0,1,47,0
2,1,0,1,1,1,0,0,2,0,1,1,241,1
2,1,0,0,1,2,1,2,0,0,0,0,35,15
1,1,0,0,0,1,0,1,0,0,1,0,182,1
0,0,0,1,0,0,0,1,1,0,1,0,98,26
2,0,0,0,1,0,0,0,1,116,1,0,31,16
0,0,1,1,0,2,1,2,2,0,1,1,257,18
0,1,2,1,0,1,0,0,0,0,1,1,101,8
0,1,1,1,1,2,1,0,2,0,1,0,92,26
0,1,2,0,1,2,0,1,1,0,0,0,203,12
2,0,1,1,1,1,0,0,0,0,1,1,265,11
2,1,0,0,0,2,1,1,2,0,1,0,117,11
0,0,0,1,0,2,0,2,1,0,1,1,70,14
1,1,1,1,1,0,1,0,1,0,0,0,121,22
1,0,2,0,0,1,1,0,2,131,1,0,165,7
0,0,0,0,0,2,0,0,1,0,1,1,242,13
1,0,0,1,0,1,0,2,1,0,1,0,315,25
2,1,2,1,1,2,1,0,0,0,1,0,21,26
2,1,0,1,0,0,1,2,2,0,0,0,244,17
2,1,0,0,1,0,0,1,1,0,0,0,82,22
0,1,1,0,0,0,1,1,0,0,0,0,240,5
0,0,2,1,0,1,1,2,2,0,1,0,32,11
2,0,1,0,1,2,0,1,1,0,0,1,209,25
0,0,1,0,0,2,1,0,2,0,1,0,246,15
0,1,1,1,1,0,0,2,1,96,1,0,154,17
1,1,1,0,1,0,0,1,2,0,0,1,136,23
1,0,1,1,0,1,1,0,0,136,1,0,292,6
1,1,2,0,0,1,1,2,2,0,0,1,190,7
2,0,0,1,0,2,1,0,0,57,0,0,52,26
2,1,2,0,0,1,0,1,2,1,0,0,51,14
0,0,2,1,1,2,0,2,2,0,0,1,302,2
1,1,2,1,0,0,1,1,0,161,0,1,169,10
0,0,0,0,0,2,1,0,0,0,0,0,72,15
1,1,1,1,1,2,0,1,0,0,0,0,266,20
0,0,0,0,0,1,0,0,2,0,0,0,309,22
2,0,2,0,0,0,1,1,0,0,0,0,257,25
2,1,1,1,1,0,1,0,2,0,0,0,33,13
1,0,1,1,1,1,1,1,1,0,0,1,288,13
1,1,1,1,0,2,0,2,1,0,1,1,144,21
0,0,1,0,0,0,1,2,2,0,1,0,42,24
0,0,2,0,1,2,1,1,1,0,1,0,38,11
2,0,1,0,1,1,1,2,0,0,1,1,244,21
2,1,2,0,1,0,0,1,1,39,0,0,311,23
2,0,0,0,1,1,1,0,1,0,0,0,264,15
2,0,0,1,0,2,1,0,1,0,1,1,68,2
1,0,2,1,0,0,0,1,1,0,0,0,8,0
0,0,0,0,0,2,1,0,1,0,1,1,262,0
2,1,1,0,0,0,0,2,2,61,0,0,183,7
0,0,2,1,0,0,0,0,1,0,0,0,202,3
1,0,1,0,0,0,1,1,2,164,0,1,70,22
0,1,2,0,0,2,1,1,1,0,0,0,175,16
1,1,1,0,0,0,0,0,2,0,1,1,36,11
1,0,2,1,0,2,1,0,1,0,1,1,19,6
1,1,0,0,0,1,0,0,2,0,1,1,64,24
2,0,1,0,1,1,1,1,2,0,0,0,274,3
2,1,0,0,1,0,0,0,1,0,1,0,107,0
1,1,1,0,0,1,1,2,0,166,0,1,298,3
0,0,1,1,0,0,0,2,0,0,0,0,113,21
1,1,1,1,1,1,0,0,0,0,0,1,218,4
1,0,1,1,0,0,1,1,0,0,0,1,123,4
1,0,1,1,1,1,0,0,1,0,1,1,62,7
0,1,0,1,0,1,0,2,0,0,1,0,299,3
0,0,2,1,0,0,1,1,0,107,1,1,225,17
0,1,0,1,0,2,0,2,0,0,1,0,121,12
0,1,2,0,0,2,1,2,0,0,1,1,277,5
2,1,2,1,1,1,1,0,2,0,0,1,78,27
2,1,2,0,1,0,1,1,0,0,1,1,29,18
1,0,1,0,1,2,1,0,2,0,1,0,104,25
2,1,2,1,1,2,0,1,0,0,0,0,149,6
1,0,0,1,1,0,1,1,2,0,0,0,208,4
1,1,2,0,0,0,1,2,2,171,0,0,191,21
0,1,2,1,1,0,0,0,0,0,0,1,85,20
1,1,1,1,1,0,0,0,0,0,0,1,11,13
0,1,1,1,0,2,1,1,2,0,1,0,42,11
1,0,2,1,0,1,1,1,1,0,0,0,115,15
1,0,1,1,1,1,0,1,2,0,0,1,304,17
1,0,1,0,1,0,1,0,0,0,0,0,141,14
2,0,1,0,0,1,1,0,0,0,1,0,8,19
1,0,0,0,0,0,0,0,1,0,1,1,208,13
2,1,2,1,1,2,1,0,2,154,1,1,86,21
2,1,2,0,1,0,0,2,1,0,0,0,183,26
2,1,2,1,0,2,0,2,0,0,1,1,264,22
2,1,0,0,1,0,1,0,1,148,1,1,60,9
2,0,0,0,1,2,1,0,0,0,0,0,264,8
1,0,0,0,0,0,0,2,1,0,1,0,215,18
0,1,1,1,0,2,0,2,2,0,0,0,238,19
0,0,0,0,1,2,0,1,1,0,0,1,178,26
0,1,2,0,1,2,0,1,0,148,1,0,105,10
1,0,1,1,0,2,1,2,2,0,1,0,274,20
0,0,0,0,0,1,1,2,1,0,0,1,196,16
1,1,2,0,1,1,1,2,0,107,0,1,248,27
1,1,2,1,0,0,0,0,2,0,0,1,111,20
1,1,1,0,1,0,1,1,1,0,0,1,133,24
1,0,0,0,0,2,1,1,2,0,0,1,43,18
2,0,0,1,1,1,0,0,0,0,1,0,79,6
2,1,1,0,1,0,1,2,2,0,0,0,268,18
2,1,0,1,1,0,1,1,2,0,1,0,130,16
0,0,1,0,1,0,1,1,0,0,0,0,294,25
2,0,2,0,0,1,1,0,1,0,1,1,187,25
1,0,1,0,0,0,0,0,0,0,0,1,280,6
1,1,2,0,1,2,0,2,0,42,0,0,260,11
0,1,1,1,0,0,1,2,0,0,0,1,127,26
2,0,1,0,0,1,0,0,1,0,0,1,267,10
0,0,2,1,1,1,0,2,0,0,1,1,114,20
2,1,0,1,1,0,0,2,1,0,1,1,153,2
2,1,1,0,1,2,0,0,2,0,1,0,39,6
2,1,0,1,0,1,0,2,0,0,1,0,81,21
1,0,1,0,0,1,0,2,1,0,1,1,204,24
2,1,1,1,0,0,1,1,0,0,0,1,172,11
2,0,1,0,1,2,1,1,0,0,1,1,68,25
0,1,2,1,1,0,1,2,2,0,0,1,222,5
0,1,2,1,0,2,0,2,1,0,0,0,234,18
1,1,0,0,0,0,1,2,1,0,1,0,12,12
0,1,1,0,0,0,1,0,2,0,1,1,243,11
1,1,1,0,0,1,1,0,1,84,1,0,64,21
0,1,2,1,1,0,0,1,1,0,1,0,166,22
0,0,0,0,1,1,0,1,2,0,1,1,229,14
0,0,0,0,1,0,0,1,2,0,0,0,157,11
1,0,2,1,1,2,0,1,0,0,0,0,6,7
0,0,2,1,0,2,1,2,1,0,1,0,45,19
1,0,2,0,1,2,0,1,2,0,1,0,69,2
1,0,1,0,1,1,1,1,2,99,0,1,14,11
0,0,1,0,0,2,1,0,2,60,0,1,68,0
0,0,0,1,0,0,1,0,1,0,0,0,6,13
0,1,1,0,0,1,1,2,1,89,1,1,267,15
0,0,2,0,0,0,0,2,0,0,1,1,189,20
2,0,1,0,1,2,0,1,0,0,0,0,1,5
2,0,2,1,0,1,0,0,0,0,1,1,22,27
0,1,2,0,1,2,0,2,2,0,0,0,242,16
0,1,1,0,0,1,0,0,0,0,0,1,122,9
0,1,0,0,1,1,0,2,2,0,1,0,79,20
1,1,1,1,1,1,1,0,1,0,0,1,285,5
0,0,0,1,1,0,1,2,2,0,1,1,106,12
2,1,1,0,1,2,1,0,1,0,1,1,78,13
0,1,2,0,1,2,0,0,0,0,1,1,311,11
2,1,1,0,0,1,0,0,0,0,1,1,55,16
0,0,2,0,0,1,1,0,0,0,1,1,172,9
2,0,2,0,0,2,1,0,1,0,1,1,56,23
2,0,1,1,0,0,0,1,0,0,0,1,1,7
1,1,0,0,1,2,1,2,0,0,0,1,24,13
2,1,2,0,0,2,1,0,2,0,0,0,68,12
0,0,2,1,1,2,1,1,0,0,1,0,22,15
2,0,1,1,1,1,1,0,2,0,1,0,59,8
1,0,0,1,1,2,0,0,1,0,1,1,257,16
2,1,0,0,0,1,0,0,2,0,0,1,145,7
1,0,2,1,1,1,0,0,1,46,1,0,52,10
2,1,0,1,0,1,1,1,0,119,0,0,175,5
2,0,0,0,0,2,1,0,1,173,0,0,294,16
0,1,2,0,1,2,0,1,2,0,0,0,287,6
2,1,2,0,1,0,1,2,1,0,0,1,4,11
1,1,0,0,0,1,1,0,2,0,0,0,301,24
2,0,1,1,1,1,1,1,0,0,1,0,213,4
1,0,1,0,0,1,0,2,2,0,1,0,148,25
2,1,0,1,0,2,0,1,0,0,1,1,190,5
1,0,2,0,0,0,1,2,2,146,0,0,203,22
1,1,1,1,1,0,1,2,1,0,1,1,97,23
0,0,2,0,1,2,0,1,0,96,0,0,242,17
0,0,2,0,0,0,1,1,0,0,1,0,88,6
0,0,0,1,0,2,1,1,1,0,0,0,233,21
1,1,0,1,1,0,1,1,0,0,1,0,93,21
2,0,1,1,0,1,0,2,1,0,0,1,221,26
2,1,2,0,1,2,1,2,2,32,0,0,124,10
2,1,0,0,1,2,0,2,2,0,0,1,163,6
2,1,0,1,0,2,0,0,2,0,1,0,8,27
2,0,2,1,1,2,0,1,0,0,0,1,188,10
1,0,1,1,0,0,1,1,0,0,1,1,122,26
0,1,1,0,0,2,0,2,0,85,1,1,203,23
0,0,2,0,1,0,0,0,0,0,1,0,249,5
1,1,0,1,1,2,1,2,0,0,0,1,247,17
0,1,2,0,1,0,0,2,2,0,0,1,178,20
0,1,1,0,0,1,0,2,1,0,0,0,227,19
1,0,0,0,0,2,0,1,2,0,0,0,60,14
0,1,1,0,1,1,1,1,1,0,0,0,234,13
1,1,0,0,0,2,0,1,2,0,1,1,124,9
1,1,2,0,1,0,1,2,2,0,0,1,98,9
2,1,1,0,0,2,1,1,1,0,0,1,161,27
1,1,2,1,0,0,0,0,1,131,1,0,290,14
0,0,1,0,1,2,1,0,0,0,1,0,126,18
1,0,2,0,0,1,0,2,2,12,1,0,94,15
0,0,2,0,0,1,0,0,2,71,1,1,302,18
0,0,0,1,0,1,0,0,1,0,0,0,113,18
2,1,1,1,1,2,0,2,2,0,1,0,297,27
1,0,0,1,0,0,0,1,0,0,0,1,93,13
0,0,1,0,1,1,1,1,1,132,1,1,15,16
0,0,1,0,0,0,0,1,0,9,0,1,250,23
2,1,2,1,0,0,1,1,2,0,0,1,39,19
1,1,1,0,1,0,0,0,0,0,1,0,201,22
1,0,0,0,0,2,1,0,0,101,0,1,133,6
0,0,0,1,0,2,0,1,0,0,1,1,35,0
2,0,1,0,0,0,0,1,0,0,0,0,235,13
1,0,2,1,0,0,1,0,0,0,1,0,32,6
0,1,1,1,1,1,1,0,1,0,1,0,179,20
0,1,2,1,1,0,0,0,0,0,0,1,173,21
0,0,2,0,1,2,0,0,1,0,1,0,56,24
1,0,0,1,1,2,1,1,2,80,1,0,100,15
0,0,2,1,1,0,1,0,0,0,0,0,128,10
0,1,2,1,0,0,0,1,2,0,1,0,153,13
2,1,2,0,1,1,1,1,0,0,0,0,241,6
0,1,2,1,1,0,1,1,0,0,0,1,247,16
0,1,2,1,0,0,0,0,2,0,0,1,207,4
1,1,0,1,1,2,0,2,2,0,0,0,183,5
2,0,0,0,0,2,1,0,1,0,1,1,10,9
0,1,2,0,0,2,0,2,1,0,1,0,164,17
1,0,2,1,0,0,1,0,2,0,0,1,94,0
2,0,0,0,0,2,1,2,1,0,0,1,84,24
0,0,1,1,1,1,1,0,2,0,1,1,123,12
0,0,0,0,0,0,0,2,2,0,0,0,275,10
2,0,0,0,0,2,1,2,1,0,0,0,68,18
1,0,1,1,0,1,0,2,2,67,1,0,216,19
2,1,1,1,1,2,0,2,0,0,1,1,172,11
1,1,2,0,1,2,1,2,1,0,0,1,315,1
2,0,1,0,1,1,0,1,2,37,0,0,11,13
0,0,0,1,1,1,0,2,2,54,1,0,278,18
0,0,0,0,0,0,1,2,2,0,1,0,293,14
2,0,0,1,1,0,1,0,0,0,0,0,253,21
1,0,0,0,0,0,1,0,0,0,1,0,79,3
2,0,0,1,0,1,0,2,0,0,1,1,312,3
0,1,0,1,0,0,0,1,0,0,0,1,92,24
0,1,0,0,1,0,1,2,1,0,1,0,9,1
2,0,1,1,1,2,1,2,2,0,0,1,70,10
0,0,0,0,0,1,0,1,2,135,1,0,104,12
1,1,2,0,1,1,1,1,1,0,0,0,2,12
0,0,0,1,0,2,0,2,0,0,0,1,265,9
2,0,2,0,0,0,1,2,0,0,1,1,62,21
2,1,0,0,0,2,0,0,1,0,1,0,204,0
0,1,2,1,0,2,0,2,1,0,0,0,198,15
0,0,2,1,1,1,0,0,1,68,0,0,156,11
2,1,0,0,1,2,0,0,1,0,0,1,304,21
0,0,0,0,0,1,0,0,0,0,1,1,127,0
1,0,1,1,1,0,1,1,2,0,0,1,23,4
0,1,0,1,1,0,0,2,0,95,1,1,295,24
1,1,2,1,0,0,1,0,0,0,1,1,255,3
1,0,0,1,1,2,1,1,2,0,0,1,233,12
2,1,0,1,1,1,0,0,0,135,0,0,211,17
2,0,2,0,0,0,1,0,0,0,0,1,312,4
0,0,2,1,1,2,1,2,1,54,1,0,271,25
2,0,0,1,1,0,1,1,1,0,1,0,240,7
1,1,0,1,0,1,1,2,1,0,1,0,124,27
0,0,0,0,1,2,1,2,1,0,1,1,74,9
0,0,0,0,0,2,1,1,2,0,1,0,151,1
1,1,1,0,0,2,0,2,2,0,0,0,256,22
0,0,2,1,0,0,0,1,0,0,0,1,3,7
0,1,1,1,1,0,0,1,2,0,1,0,258,27
0,0,1,0,0,2,1,2,0,0,0,0,300,26
2,0,2,1,0,0,0,2,0,0,1,1,85,10
1,0,0,0,0,1,0,0,1,0,1,0,49,25
0,1,0,1,0,0,1,2,0,0,1,0,117,10
0,0,0,0,1,2,0,1,0,0,0,0,287,2
2,0,1,0,0,0,1,1,2,0,1,1,21,20
0,0,1,1,1,1,0,2,2,0,1,0,294,11
0,1,0,1,0,0,0,0,1,0,1,1,172,6
0,0,1,0,0,1,0,0,1,0,0,0,82,15
2,0,1,0,0,2,0,0,2,0,1,0,181,22
1,1,1,1,1,1,1,0,0,141,1,1,214,18
2,1,0,1,0,0,0,0,1,0,1,1,64,7
0,1,1,0,0,0,0,1,0,0,0,1,41,4
2,1,0,1,0,2,0,0,2,0,1,1,37,17
1,0,1,1,0,1,1,2,2,0,0,0,178,24
0,0,0,0,1,2,0,1,1,0,0,0,46,9
1,1,2,0,1,1,0,0,2,137,1,1,229,18
1,0,2,1,1,2,0,2,1,0,1,0,298,7
0,0,1,1,1,2,1,1,1,0,1,1,118,15
1,0,1,0,0,1,1,0,1,0,0,1,239,13
0,0,2,1,1,1,1,0,0,64,1,1,192,3
1,1,1,1,1,0,0,1,2,0,1,1,70,22
1,1,0,1,0,2,1,2,0,64,1,0,100,17
1,0,1,1,1,0,1,1,0,156,1,1,130,11
2,0,2,1,0,0,0,1,0,0,0,1,137,14
2,0,2,0,0,1,0,1,0,0,1,1,87,6
2,0,1,1,1,0,1,1,2,0,0,1,117,4
1,0,2,1,0,1,1,2,0,0,0,0,48,1
0,1,0,1,1,0,1,0,0,16,0,1,203,2
0,0,0,1,0,0,0,2,2,0,1,1,41,11
0,1,0,0,1,1,0,1,2,0,1,0,31,11
1,0,0,1,1,2,1,0,1,0,1,1,300,27
1,0,2,1,1,1,1,0,2,0,1,0,56,25
2,1,2,1,0,1,0,0,2,0,0,1,28,13
0,1,1,0,0,1,1,0,1,0,1,1,117,1
1,0,1,0,1,2,1,1,1,0,1,1,141,17
0,0,2,0,0,1,1,2,0,58,0,1,111,19
2,1,1,1,0,0,1,1,1,0,0,1,297,19
1,0,0,0,1,1,0,2,2,0,0,1,109,22
2,1,2,0,1,1,0,1,0,0,1,1,73,15
0,0,0,0,1,2,0,1,2,0,0,1,184,1
0,1,0,0,0,1,1,0,1,0,1,1,149,20
1,0,1,0,1,2,1,0,0,0,1,1,268,19
2,0,2,1,0,0,1,0,2,0,0,1,164,24
2,0,1,1,0,0,1,1,2,0,0,0,310,14
1,0,2,0,0,1,1,2,2,179,1,0,10,24
0,1,1,0,0,1,1,0,0,0,1,0,288,2
1,1,2,1,1,0,0,2,2,0,1,0,252,23
1,1,0,0,1,0,1,0,2,0,0,1,252,13
1,0,0,0,1,1,1,1,0,111,0,1,169,25
0,0,2,0,0,0,0,0,0,0,0,1,291,0
1,0,2,1,1,1,0,1,1,0,1,0,76,6
2,0,0,0,1,2,1,1,1,0,1,1,158,15
2,1,0,0,1,1,1,1,2,0,1,1,102,19
1,0,0,1,1,0,1,2,0,100,1,0,244,16
0,1,0,0,0,0,0,2,0,0,0,1,40,26
2,0,2,1,0,2,0,2,2,171,0,1,309,10
2,1,0,1,1,0,1,2,2,0,1,0,23,0
2,0,0,1,1,2,0,0,0,0,1,1,58,24
1,1,1,1,1,1,1,1,2,0,1,1,5,27
1,1,2,1,1,0,1,2,2,0,1,0,120,15
1,1,0,0,1,0,1,1,2,0,1,1,144,21
2,1,0,1,1,1,1,1,1,129,1,0,244,13
1,0,0,1,1,0,1,0,0,0,1,1,101,17
0,0,0,1,0,0,1,1,2,28,1,0,4,2
2,1,0,0,0,0,1,2,0,0,1,1,123,8
1,0,0,0,0,0,0,1,2,0,0,1,2,19
2,1,0,0,1,2,1,0,0,0,0,1,141,11
0,1,1,1,1,1,1,0,2,0,1,0,256,9
2,0,1,0,1,1,1,2,2,46,0,0,131,0
0,0,2,0,0,0,0,1,2,0,1,1,280,13
1,1,2,1,1,0,0,0,0,152,1,1,44,11
2,0,0,1,0,2,0,2,0,138,0,0,260,19
2,0,1,0,0,2,0,1,0,0,1,0,147,18
0,0,1,0,1,2,1,0,2,141,1,1,82,1
0,1,1,0,1,1,0,0,1,0,1,1,22,13
0,0,0,1,1,1,1,1,2,0,0,0,104,12
1,0,0,1,1,0,1,2,1,0,1,1,36,7
0,0,2,1,1,2,0,0,2,123,1,0,195,22
1,0,2,1,0,1,1,2,1,0,1,1,204,5
2,0,0,1,1,2,0,2,2,0,1,1,68,27
2,1,0,1,0,0,0,2,2,0,1,0,61,12
1,0,2,0,0,2,1,2,1,0,1,0,161,0
0,0,1,0,0,2,1,2,0,0,1,0,74,4
1,0,1,1,1,2,0,0,2,0,1,0,228,19
0,0,0,0,1,1,0,0,2,0,0,0,227,4
1,1,1,1,0,0,1,2,0,0,1,1,274,13
2,0,1,1,1,0,0,1,2,0,1,1,130,0
0,0,1,0,0,1,0,2,1,0,0,1,52,14
0,0,2,0,0,1,0,0,0,0,0,0,94,25
1,1,1,1,1,2,1,1,0,0,0,0,167,17
2,0,1,0,1,2,1,0,1,122,0,1,221,26
1,0,0,1,1,1,1,2,1,0,1,1,237,7
0,1,2,1,1,2,1,1,2,0,1,0,13,0
1,0,1,1,1,0,1,2,0,0,0,0,235,23
2,1,0,0,0,0,0,2,1,0,0,0,37,16
2,1,1,1,1,2,0,1,1,0,1,1,58,20
0,0,2,1,1,1,0,0,1,0,0,0,62,9
1,0,2,0,1,0,0,2,1,0,0,1,12,15
2,0,0,0,1,2,0,0,1,0,0,1,31,14
2,1,0,0,1,0,1,0,1,0,0,1,11,9
2,1,1,1,1,0,1,0,0,143,0,0,252,4
2,0,0,0,0,2,0,2,1,0,0,1,92,5
2,1,0,0,1,1,1,0,2,14,0,1,261,15
0,1,0,0,0,1,0,2,0,0,0,0,229,0
0,1,2,0,0,1,1,1,1,0,0,0,164,16
0,0,1,0,0,2,1,1,0,0,1,1,22,16
2,1,2,0,1,0,0,2,1,0,0,1,34,14
0,0,0,1,0,2,1,0,1,0,1,1,264,11
2,0,0,1,0,0,0,0,1,0,1,0,257,1
1,0,2,0,0,0,0,0,0,0,0,1,27,6
2,0,0,1,1,1,1,2,2,0,1,0,177,3
0,0,1,0,1,0,0,1,0,0,1,0,202,24
1,0,2,1,0,2,1,2,1,0,1,1,197,22
1,0,2,1,1,2,1,2,0,85,0,0,307,13
2,1,2,1,0,2,1,1,1,0,1,1,168,24
2,0,2,0,0,2,0,2,2,125,1,0,47,21
2,0,0,1,1,2,1,0,1,129,0,1,252,11
0,1,0,1,0,2,0,2,2,0,0,1,299,7
0,0,2,0,1,2,0,0,2,164,1,0,58,14
1,1,0,0,1,2,0,1,1,0,1,0,172,2
1,1,0,0,0,2,1,2,2,0,0,1,230,9
2,0,1,1,0,1,0,1,2,0,0,1,294,4
2,0,0,1,0,2,1,1,2,0,0,0,66,21
2,0,2,1,0,0,0,1,1,0,1,1,223,13
0,1,0,1,1,1,1,0,2,168,0,1,144,6
2,0,1,0,0,2,1,1,2,0,1,1,167,4
2,0,0,0,0,0,0,2,2,84,1,0,204,25
0,0,0,1,0,1,0,0,1,0,1,0,113,24
0,0,2,0,0,2,1,2,1,0,0,1,313,18
0,1,1,0,0,2,1,2,0,0,1,0,166,1
1,1,1,1,1,2,0,1,0,0,0,0,289,10
0,0,1,0,1,2,1,2,1,0,0,1,185,26
1,0,0,0,1,1,0,0,0,16,1,0,0,0
2,0,1,0,0,2,0,2,0,124,0,1,116,20
1,1,2,0,0,2,0,0,2,0,0,0,3,21
1,0,1,1,0,2,1,1,0,26,0,0,301,16
2,0,0,0,1,1,0,0,1,0,1,0,300,2
1,1,2,1,0,1,1,1,1,0,0,0,149,15
2,0,0,1,1,2,0,2,0,0,1,1,133,7
2,0,0,0,0,0,0,2,1,0,0,0,242,15
0,0,0,1,0,0,0,1,0,0,1,1,119,21
1,1,1,0,0,2,0,2,0,0,1,1,180,26
2,0,0,1,1,2,1,2,0,0,1,0,55,15
1,1,2,0,1,1,0,1,0,0,0,1,238,14
1,1,0,0,1,0,1,2,0,22,0,1,250,14
0,1,2,1,1,2,1,1,1,0,1,0,94,10
0,0,1,0,1,1,1,0,1,120,1,1,21,10
1,0,1,1,0,2,1,2,1,174,0,1,46,13
1,1,1,0,0,1,1,0,0,92,1,1,113,3
0,0,2,0,0,2,0,2,0,0,1,0,253,3
2,1,2,1,0,1,1,1,2,0,1,0,118,5
2,0,2,1,0,2,0,0,0,175,0,0,269,5
2,1,2,1,1,0,1,1,0,0,0,0,131,27
2,1,0,0,0,2,0,2,0,0,0,0,35,13
1,1,2,1,0,1,1,1,0,110,0,0,177,22
0,1,1,1,0,0,0,0,0,0,0,1,8,10
2,1,1,0,0,2,0,1,1,0,0,1,79,22
2,1,2,0,1,0,1,0,0,0,0,0,315,25
1,1,2,0,0,0,1,0,1,0,1,0,275,1
1,0,1,0,1,2,1,2,1,0,1,0,121,22
2,1,0,0,0,0,0,0,0,0,0,0,194,7
0,0,2,1,1,0,1,1,1,82,1,1,66,26
2,0,0,1,0,1,0,1,0,0,0,0,89,15
2,0,1,0,0,0,0,2,2,0,1,1,12,12
0,1,0,1,1,2,0,2,2,0,0,0,241,15
1,0,2,1,1,0,0,2,1,0,1,0,218,14
2,1,1,0,0,1,0,2,0,0,0,0,156,18
1,1,0,1,0,0,0,0,1,0,1,1,275,10
2,0,1,1,1,2,0,0,2,0,0,0,214,11
2,1,2,0,1,1,1,2,2,0,1,0,186,18
2,0,0,1,0,2,1,2,1,0,1,1,59,24
2,1,2,1,0,0,0,1,0,0,0,0,76,0
2,0,1,1,0,0,0,1,2,0,0,0,208,1
0,0,0,1,1,1,0,2,0,0,1,0,36,14
1,1,0,1,0,1,1,0,0,0,1,0,226,21
0,0,1,0,1,0,1,2,0,0,0,0,275,25
1,0,1,1,0,2,0,1,0,0,0,0,272,12
0,1,2,1,1,1,0,1,1,0,0,1,144,1
1,1,1,1,0,1,1,0,2,0,0,0,89,2
1,1,2,1,0,2,1,1,2,0,1,1,157,11
0,0,2,0,1,2,1,2,0,31,0,1,78,19
2,0,1,1,0,1,0,1,2,152,0,1,277,18
2,0,2,0,0,1,0,0,1,166,1,1,222,24
2,0,1,0,0,1,0,1,0,0,1,1,276,0
2,0,2,0,0,2,1,0,2,0,1,0,299,21
2,0,1,0,0,2,1,2,2,0,1,0,111,2
0,0,0,0,0,2,0,0,0,0,0,1,45,7
0,1,1,1,1,2,1,1,2,0,1,1,37,10
0,0,1,0,0,2,1,2,2,0,1,1,209,21
0,1,1,1,0,2,1,0,1,0,1,1,3,2
0,1,2,0,1,2,0,0,2,0,0,0,218,8
2,0,2,0,0,2,1,2,0,0,0,0,217,23
1,1,0,1,0,0,1,2,1,0,1,1,82,14
0,1,2,1,0,1,1,0,1,0,0,0,144,8
1,1,0,0,0,1,0,0,0,0,0,1,195,4
2,1,2,1,1,1,1,0,1,0,0,0,206,3
2,0,1,1,0,0,1,0,0,0,0,0,99,16
1,0,1,0,1,0,1,1,0,147,1,0,61,20
1,0,0,0,1,1,0,1,2,0,0,0,307,9
2,1,2,0,1,0,1,1,1,0,1,1,24,26
0,0,0,0,1,0,1,2,0,0,1,1,62,27
0,1,0,0,1,2,1,1,0,48,1,1,298,8
